Study level 1	Study level 2	Study level 3	Name	Image	LayerData	Overall_Cy5_Entropy	Overall_DAPI_Entropy	Overall_FITC_Entropy	Overall_TRITC_Entropy	Per_Lesion_Cy5_Entropy	Per_Lesion_DAPI_Entropy	Per_Lesion_FITC_Entropy	Per_Lesion_TRITC_Entropy	L01_DAPI	L02_DAPI	L03_DAPI	L04_DAPI	L05_DAPI	L06_DAPI	L07_DAPI	L08_DAPI	L09_DAPI	L10_DAPI	L11_DAPI	L12_DAPI	L13_DAPI	L14_DAPI	cells_total_all_granulomas	cells_total_granuloma - cells_total_granuloma	Cy5_all_granulomas_percent	Cy5_cells_all_granulomas	Cy5_cells_granuloma	Cy5_granuloma_percent - Cy5_granuloma_percent	DAPI_cells_all_granulomas	DAPI_cells_granuloma	FITC_all_granulomas_percent	FITC_cells_all_granulomas	FITC_cells_granuloma	FITC_granuloma_percent - FITC_granuloma_percent	object_info - LabelType	object_info - LabelName	object_info - ROIType	object_info - ROIName	object_info - Envelope	TRITC_all_granulomas_percent	TRITC_cells_all_granulomas	TRITC_cells_granuloma	TRITC_granuloma_percent - TRITC_granuloma_percent	L01_total_host	L01_B220	L01_CD4	L01_CD8	L02_total_host	L02_B220	L02_CD4	L02_CD8	L03_total_host	L03_B220	L03_CD4	L03_CD8	L04_total_host	L04_B220	L04_CD4	L04_CD8	L05_total_host	L05_B220	L05_CD4	L05_CD8	L06_total_host	L06_B220	L06_CD4	L06_CD8	L07_total_host	L07_B220	L07_CD4	L07_CD8	L08_total_host	L08_B220	L08_CD4	L08_CD8	L09_total_host	L09_B220	L09_CD4	L09_CD8	L10_total_host	L10_B220	L10_CD4	L10_CD8	L11_total_host	L11_B220	L11_CD4	L11_CD8	L12_total_host	L12_B220	L12_CD4	L12_CD8	L13_total_host	L13_B220	L13_CD4	L13_CD8	Lobe_total_total_host	Lobe_total_B220	Lobe_total_DAPI	Lobe_total_CD4	Lobe_total_CD8	lesion_count	L14_total_host	L14_B220	L14_CD4	L14_CD8	Cy5_texture_entropy_lesion	Cy5_texture_entropy_lobe	DAPI_texture_entropy_lesion	DAPI_texture_entropy_lobe	FITC_texture_entropy_lesion	FITC_texture_entropy_lobe	TRITC_texture_entropy_lesion	TRITC_texture_entropy_lobe	L01_area	L02_area	L03_area	L04_area	L05_area	L06_area	L07_area	L08_area	L09_area	L10_area	L11_area	L12_area	L13_area	L14_area
Sarah Cooper	Final Opal Data	SAL22	SAL D114 21-24_01	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114\SAL D114 21-24_01.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2215\ses763_105283_Result.mld	5.388626592	5.556113175	6.045325582	6.168675388	6.209996688	6.072280706	6.198462041	6.236714083	45247	0	0	0	0	0	0	0	0	0	0	0	0	0	66196	3152	11.96749048	7922	33	1.046954315	45580	2710	9.610852619	6362	212	6.725888325	NA	NA	1	L01	(2.437074 5.354771) -> (2.828142 4.634241)	9.565532661	6332	197	6.25	65598	7983	6331	6187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65598	7983	45247	6331	6187	8	0	0	0	0									3284039.151	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	SAL22	SAL D114 21-24_01	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114\SAL D114 21-24_01.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2215\ses763_105283_Result.mld	5.388626592	5.556113175	6.045325582	6.168675388	6.06932314	5.882244437	6.198553141	6.270797772	45247	0	0	0	0	0	0	0	0	0	0	0	0	0	66196	8570	11.96749048	7922	296	3.453908985	45580	6412	9.610852619	6362	867	10.11668611	NA	NA	1	L01	(1.137710 4.780412) -> (2.031164 3.436153)	9.565532661	6332	995	11.61026838	65598	7983	6331	6187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65598	7983	45247	6331	6187	8	0	0	0	0									3284039.151	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	SAL22	SAL D114 21-24_01	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114\SAL D114 21-24_01.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2215\ses763_105283_Result.mld	5.388626592	5.556113175	6.045325582	6.168675388	5.988930437	6.23200944	6.159758643	6.320617102	45247	0	0	0	0	0	0	0	0	0	0	0	0	0	66196	1575	11.96749048	7922	127	8.063492063	45580	1170	9.610852619	6362	131	8.317460317	NA	NA	1	L01	(1.745285 4.164105) -> (2.040521 3.658798)	9.565532661	6332	147	9.333333333	65598	7983	6331	6187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65598	7983	45247	6331	6187	8	0	0	0	0									3284039.151	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	SAL22	SAL D114 21-24_01	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114\SAL D114 21-24_01.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2215\ses763_105283_Result.mld	5.388626592	5.556113175	6.045325582	6.168675388	6.178722587	6.032300293	6.233805949	6.442069669	45247	0	0	0	0	0	0	0	0	0	0	0	0	0	66196	6475	11.96749048	7922	181	2.795366795	45580	5222	9.610852619	6362	566	8.741312741	NA	NA	1	L01	(1.917909 3.896286) -> (2.653259 3.010869)	9.565532661	6332	506	7.814671815	65598	7983	6331	6187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65598	7983	45247	6331	6187	8	0	0	0	0									3284039.151	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	SAL22	SAL D114 21-24_01	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114\SAL D114 21-24_01.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2215\ses763_105283_Result.mld	5.388626592	5.556113175	6.045325582	6.168675388	5.506161291	5.645906532	6.080505554	6.319555833	45247	0	0	0	0	0	0	0	0	0	0	0	0	0	66196	20575	11.96749048	7922	3636	17.67193196	45580	12980	9.610852619	6362	2258	10.9744836	NA	NA	1	L01	(0.888291 3.067014) -> (2.124736 1.770188)	9.565532661	6332	1701	8.267314702	65598	7983	6331	6187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65598	7983	45247	6331	6187	8	0	0	0	0									3284039.151	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	SAL22	SAL D114 21-24_01	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114\SAL D114 21-24_01.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2215\ses763_105283_Result.mld	5.388626592	5.556113175	6.045325582	6.168675388	NA	NA	NA	NA	45247	0	0	0	0	0	0	0	0	0	0	0	0	0	66196		11.96749048	7922			45580		9.610852619	6362								9.565532661	6332			65598	7983	6331	6187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65598	7983	45247	6331	6187	8	0	0	0	0									3284039.151	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	SAL24	SAL D114 21-24_01	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114\SAL D114 21-24_01.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2215\ses770_105373_Result.mld									5788	1159	13400	6834	2580	19788	11098	10910	3752	4683	28162	10051	1393	8946																						6935	608	326	224	1275	34	48	34	18454	2103	1381	1619	8353	274	680	570	3403	438	216	172	28567	3209	3032	2615	12370	195	554	533	13558	916	1115	632	4017	35	115	115	5598	285	488	145	33825	1847	2089	1764	11086	415	330	294	1492	12	41	46	160642	11512	128543	11383	9450		11711	1142	968	687									454484.0732	85622.43656	1153558.226	536203.45	190053.8564	1686043.524	745604.3555	799379.2903	232227.8914	341823.4108	2118670.129	679597.1681	100348.4495	724813.0243
Sarah Cooper	Final Opal Data	BCG14	BCG 14 restain	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4CD8 B220 D56 restain\BCG D56 13-16 restain_02_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2250\ses734_103393_Result.mld	5.978762559	6.197910907	6.419657298	6.672742871	5.79595619	6.292112197	6.265424091	6.415185522	3629	2140	0	0	0	0	0	0	0	0	0	0	0	0	9242	1202	3.429993508	317	53	4.409317804	7404	820	8.872538412	820	186	15.47420965	NA	NA	1	L01	(2.262182 1.928067) -> (2.648085 1.334369)	7.584938325	701	143	11.8968386	4818	235	548	458	2556	63	173	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7374	298	5769	721	657	4	0	0	0	0	10.66956048	13.44694143	10.51058422	12.7954568	10.55156253	13.36652978	10.54896575	13.30132385	397481.2197	263914.7234	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	BCG14	BCG 14 restain	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4CD8 B220 D56 restain\BCG D56 13-16 restain_02_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2250\ses734_103393_Result.mld	5.978762559	6.197910907	6.419657298	6.672742871	5.783310178	6.262318429	6.303369402	6.455029695	3629	2140	0	0	0	0	0	0	0	0	0	0	0	0	9242	855	3.429993508	317	8	0.935672515	7404	742	8.872538412	820	74	8.65497076	NA	NA	1	L01	(1.595885 1.685747) -> (2.030510 1.155291)	7.584938325	701	31	3.625730994	4818	235	548	458	2556	63	173	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7374	298	5769	721	657	4	0	0	0	0	10.63075009	13.44694143	10.36487527	12.7954568	10.47277411	13.36652978	10.65230747	13.30132385	397481.2197	263914.7234	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	BCG14	BCG 14 restain	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4CD8 B220 D56 restain\BCG D56 13-16 restain_02_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2250\ses734_103393_Result.mld	5.978762559	6.197910907	6.419657298	6.672742871	6.062880041	6.192482273	6.373566059	6.5595923	3629	2140	0	0	0	0	0	0	0	0	0	0	0	0	9242	4585	3.429993508	317	193	4.209378408	7404	3677	8.872538412	820	387	8.440567067	NA	NA	1	L01	(2.230561 1.261770) -> (2.832648 0.294106)	7.584938325	701	328	7.153762268	4818	235	548	458	2556	63	173	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7374	298	5769	721	657	4	0	0	0	0	11.92495596	13.44694143	11.54189391	12.7954568	11.78703894	13.36652978	11.90842447	13.30132385	397481.2197	263914.7234	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	BCG14	BCG 14 restain	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4CD8 B220 D56 restain\BCG D56 13-16 restain_02_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2250\ses734_103393_Result.mld	5.978762559	6.197910907	6.419657298	6.672742871	5.979507073	6.244076895	6.630130305	6.769424193	3629	2140	0	0	0	0	0	0	0	0	0	0	0	0	9242	2600	3.429993508	317	63	2.423076923	7404	2165	8.872538412	820	173	6.653846154	NA	NA	1	L01	(2.330586 -1.388898) -> (2.822000 -2.789574)	7.584938325	701	199	7.653846154	4818	235	548	458	2556	63	173	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7374	298	5769	721	657	4	0	0	0	0	13.44694143	13.44694143	13.01343853	12.7954568	13.36652978	13.36652978	13.30132385	13.30132385	397481.2197	263914.7234	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	BCG13	BCG ER D56 16	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\7.17.19 CD4 CD8 B220\BCG ER D56 13-16.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2251\ses733_104023_Result.mld	6.333576339	6.689623715	6.681831157	6.467767488	6.216373564	6.638712055	6.069885318	6.185285181	942	8050	1636	1476	1764	2580	965	897	7278	10107	2176	2233	1261	0	53050	1038	13.14420358	6973	78	7.514450867	41439	933	3.426955702	1818	10	0.963391137	NA	NA	1	L01	(-1.192403 5.537475) -> (-0.660976 5.313542)	5.315739868	2820	17	1.637764933	1046	78	10	17	9285	722	206	319	1812	34	42	105	1790	74	94	155	2314	245	71	248	2875	110	64	125	1177	62	65	87	1120	116	41	71	9004	889	373	503	16378	4904	595	863	2336	40	53	68	2826	244	156	204	1451	62	57	81	53404	7580	41355	1827	2846	13	0	0	0	0	11.47729491	12.12436801	9.944959162	11.80175546	10.94248203	12.02745511	10.5778922	12.14635319	76780.65797	650261.8091	117579.7527	143644.7305	140216.4871	193349.2621	87256.95663	70290.65008	551129.2707	958931.9813	175586.6969	208246.6288	116703.535	0
Sarah Cooper	Final Opal Data	BCG13	BCG ER D56 16	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\7.17.19 CD4 CD8 B220\BCG ER D56 13-16.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2251\ses733_104023_Result.mld	6.333576339	6.689623715	6.681831157	6.467767488	6.033041157	6.72259216	6.592939308	6.671360154	942	8050	1636	1476	1764	2580	965	897	7278	10107	2176	2233	1261	0	53050	9297	13.14420358	6973	722	7.765946004	41439	8050	3.426955702	1818	206	2.215768527	NA	NA	1	L01	(-2.534683 5.501658) -> (-1.579922 4.541074)	5.315739868	2820	319	3.43121437	1046	78	10	17	9285	722	206	319	1812	34	42	105	1790	74	94	155	2314	245	71	248	2875	110	64	125	1177	62	65	87	1120	116	41	71	9004	889	373	503	16378	4904	595	863	2336	40	53	68	2826	244	156	204	1451	62	57	81	53404	7580	41355	1827	2846	13	0	0	0	0	12.06318712	12.12436801	11.77160904	11.80175546	12.02745511	12.02745511	12.14635319	12.14635319	76780.65797	650261.8091	117579.7527	143644.7305	140216.4871	193349.2621	87256.95663	70290.65008	551129.2707	958931.9813	175586.6969	208246.6288	116703.535	0
Sarah Cooper	Final Opal Data	BCG13	BCG ER D56 16	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\7.17.19 CD4 CD8 B220\BCG ER D56 13-16.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2251\ses733_104023_Result.mld	6.333576339	6.689623715	6.681831157	6.467767488	6.197732313	6.510953285	6.375656183	6.414175789	942	8050	1636	1476	1764	2580	965	897	7278	10107	2176	2233	1261	0	53050	1817	13.14420358	6973	34	1.871216291	41439	1636	3.426955702	1818	42	2.311502477	NA	NA	1	L01	(-1.516034 5.469391) -> (-1.165299 4.816956)	5.315739868	2820	105	5.778756192	1046	78	10	17	9285	722	206	319	1812	34	42	105	1790	74	94	155	2314	245	71	248	2875	110	64	125	1177	62	65	87	1120	116	41	71	9004	889	373	503	16378	4904	595	863	2336	40	53	68	2826	244	156	204	1451	62	57	81	53404	7580	41355	1827	2846	13	0	0	0	0	10.75440248	12.12436801	10.10217428	11.80175546	10.58101884	12.02745511	10.73539205	12.14635319	76780.65797	650261.8091	117579.7527	143644.7305	140216.4871	193349.2621	87256.95663	70290.65008	551129.2707	958931.9813	175586.6969	208246.6288	116703.535	0
Sarah Cooper	Final Opal Data	BCG13	BCG ER D56 16	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\7.17.19 CD4 CD8 B220\BCG ER D56 13-16.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2251\ses733_104023_Result.mld	6.333576339	6.689623715	6.681831157	6.467767488	6.380627522	6.733074996	6.662963286	6.283124717	942	8050	1636	1476	1764	2580	965	897	7278	10107	2176	2233	1261	0	53050	1798	13.14420358	6973	74	4.115684093	41439	1476	3.426955702	1818	94	5.228031146	NA	NA	1	L01	(-1.115286 5.280630) -> (-0.711312 4.611094)	5.315739868	2820	154	8.565072303	1046	78	10	17	9285	722	206	319	1812	34	42	105	1790	74	94	155	2314	245	71	248	2875	110	64	125	1177	62	65	87	1120	116	41	71	9004	889	373	503	16378	4904	595	863	2336	40	53	68	2826	244	156	204	1451	62	57	81	53404	7580	41355	1827	2846	13	0	0	0	0	12.12436801	12.12436801	11.42534486	11.80175546	11.92752711	12.02745511	11.9634545	12.14635319	76780.65797	650261.8091	117579.7527	143644.7305	140216.4871	193349.2621	87256.95663	70290.65008	551129.2707	958931.9813	175586.6969	208246.6288	116703.535	0
Sarah Cooper	Final Opal Data	BCG13	BCG ER D56 16	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\7.17.19 CD4 CD8 B220\BCG ER D56 13-16.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2251\ses733_104023_Result.mld	6.333576339	6.689623715	6.681831157	6.467767488	6.364477459	6.650029828	6.630387284	6.255484116	942	8050	1636	1476	1764	2580	965	897	7278	10107	2176	2233	1261	0	53050	2328	13.14420358	6973	245	10.52405498	41439	1764	3.426955702	1818	71	3.049828179	NA	NA	1	L01	(-1.525392 4.387807) -> (-1.089796 3.924778)	5.315739868	2820	248	10.65292096	1046	78	10	17	9285	722	206	319	1812	34	42	105	1790	74	94	155	2314	245	71	248	2875	110	64	125	1177	62	65	87	1120	116	41	71	9004	889	373	503	16378	4904	595	863	2336	40	53	68	2826	244	156	204	1451	62	57	81	53404	7580	41355	1827	2846	13	0	0	0	0	10.31753903	12.12436801	10.45779931	11.80175546	10.42642854	12.02745511	10.49345149	12.14635319	76780.65797	650261.8091	117579.7527	143644.7305	140216.4871	193349.2621	87256.95663	70290.65008	551129.2707	958931.9813	175586.6969	208246.6288	116703.535	0
Sarah Cooper	Final Opal Data	BCG13	BCG ER D56 16	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\7.17.19 CD4 CD8 B220\BCG ER D56 13-16.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2251\ses733_104023_Result.mld	6.333576339	6.689623715	6.681831157	6.467767488	6.036066564	6.634216644	6.602498952	6.607904572	942	8050	1636	1476	1764	2580	965	897	7278	10107	2176	2233	1261	0	53050	2881	13.14420358	6973	110	3.818118709	41439	2582	3.426955702	1818	64	2.221450885	NA	NA	1	L01	(-2.348829 4.373932) -> (-1.861607 3.528541)	5.315739868	2820	125	4.33877126	1046	78	10	17	9285	722	206	319	1812	34	42	105	1790	74	94	155	2314	245	71	248	2875	110	64	125	1177	62	65	87	1120	116	41	71	9004	889	373	503	16378	4904	595	863	2336	40	53	68	2826	244	156	204	1451	62	57	81	53404	7580	41355	1827	2846	13	0	0	0	0	11.77650159	12.12436801	11.43183368	11.80175546	11.9170261	12.02745511	11.90881339	12.14635319	76780.65797	650261.8091	117579.7527	143644.7305	140216.4871	193349.2621	87256.95663	70290.65008	551129.2707	958931.9813	175586.6969	208246.6288	116703.535	0
Sarah Cooper	Final Opal Data	BCG13	BCG ER D56 16	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\7.17.19 CD4 CD8 B220\BCG ER D56 13-16.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2251\ses733_104023_Result.mld	6.333576339	6.689623715	6.681831157	6.467767488	6.386903204	6.689747687	6.640117567	6.283004054	942	8050	1636	1476	1764	2580	965	897	7278	10107	2176	2233	1261	0	53050	1179	13.14420358	6973	62	5.258693808	41439	965	3.426955702	1818	65	5.513146735	NA	NA	1	L01	(-0.937176 4.238734) -> (-0.514810 3.893801)	5.315739868	2820	87	7.37913486	1046	78	10	17	9285	722	206	319	1812	34	42	105	1790	74	94	155	2314	245	71	248	2875	110	64	125	1177	62	65	87	1120	116	41	71	9004	889	373	503	16378	4904	595	863	2336	40	53	68	2826	244	156	204	1451	62	57	81	53404	7580	41355	1827	2846	13	0	0	0	0	10.70504497	12.12436801	10.08042538	11.80175546	10.35878599	12.02745511	10.4187378	12.14635319	76780.65797	650261.8091	117579.7527	143644.7305	140216.4871	193349.2621	87256.95663	70290.65008	551129.2707	958931.9813	175586.6969	208246.6288	116703.535	0
Sarah Cooper	Final Opal Data	BCG13	BCG ER D56 16	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\7.17.19 CD4 CD8 B220\BCG ER D56 13-16.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2251\ses733_104023_Result.mld	6.333576339	6.689623715	6.681831157	6.467767488	6.352459693	6.664037077	6.493704004	6.03780383	942	8050	1636	1476	1764	2580	965	897	7278	10107	2176	2233	1261	0	53050	1126	13.14420358	6973	116	10.30195382	41439	898	3.426955702	1818	41	3.641207815	NA	NA	1	L01	(-1.759000 4.072237) -> (-1.476347 3.704395)	5.315739868	2820	71	6.305506217	1046	78	10	17	9285	722	206	319	1812	34	42	105	1790	74	94	155	2314	245	71	248	2875	110	64	125	1177	62	65	87	1120	116	41	71	9004	889	373	503	16378	4904	595	863	2336	40	53	68	2826	244	156	204	1451	62	57	81	53404	7580	41355	1827	2846	13	0	0	0	0	10.37465717	12.12436801	10.28586511	11.80175546	10.33976484	12.02745511	10.5700204	12.14635319	76780.65797	650261.8091	117579.7527	143644.7305	140216.4871	193349.2621	87256.95663	70290.65008	551129.2707	958931.9813	175586.6969	208246.6288	116703.535	0
Sarah Cooper	Final Opal Data	BCG13	BCG ER D56 16	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\7.17.19 CD4 CD8 B220\BCG ER D56 13-16.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2251\ses733_104023_Result.mld	6.333576339	6.689623715	6.681831157	6.467767488	6.356878989	6.667776174	6.598328902	6.466303056	942	8050	1636	1476	1764	2580	965	897	7278	10107	2176	2233	1261	0	53050	9028	13.14420358	6973	870	9.636685866	41439	7282	3.426955702	1818	373	4.131590607	NA	NA	1	L01	(-1.325663 3.862503) -> (-0.306046 2.764139)	5.315739868	2820	503	5.571555162	1046	78	10	17	9285	722	206	319	1812	34	42	105	1790	74	94	155	2314	245	71	248	2875	110	64	125	1177	62	65	87	1120	116	41	71	9004	889	373	503	16378	4904	595	863	2336	40	53	68	2826	244	156	204	1451	62	57	81	53404	7580	41355	1827	2846	13	0	0	0	0	11.70565765	12.12436801	11.73927554	11.80175546	11.82425407	12.02745511	11.8380745	12.14635319	76780.65797	650261.8091	117579.7527	143644.7305	140216.4871	193349.2621	87256.95663	70290.65008	551129.2707	958931.9813	175586.6969	208246.6288	116703.535	0
Sarah Cooper	Final Opal Data	BCG13	BCG ER D56 16	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\7.17.19 CD4 CD8 B220\BCG ER D56 13-16.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2251\ses733_104023_Result.mld	6.333576339	6.689623715	6.681831157	6.467767488	6.334984562	6.583180406	6.702592255	6.452012932	942	8050	1636	1476	1764	2580	965	897	7278	10107	2176	2233	1261	0	53050	15920	13.14420358	6973	4316	27.11055276	41439	10180	3.426955702	1818	586	3.680904523	NA	NA	1	L01	(-1.399553 2.813185) -> (-0.146005 1.567685)	5.315739868	2820	838	5.263819095	1046	78	10	17	9285	722	206	319	1812	34	42	105	1790	74	94	155	2314	245	71	248	2875	110	64	125	1177	62	65	87	1120	116	41	71	9004	889	373	503	16378	4904	595	863	2336	40	53	68	2826	244	156	204	1451	62	57	81	53404	7580	41355	1827	2846	13	0	0	0	0	10.82596667	12.12436801	11.98377911	11.80175546	11.8548963	12.02745511	11.84017281	12.14635319	76780.65797	650261.8091	117579.7527	143644.7305	140216.4871	193349.2621	87256.95663	70290.65008	551129.2707	958931.9813	175586.6969	208246.6288	116703.535	0
